model_id,version_id,model_version_id,original_image_id,seed,generated_image_path,split_type,label
50276,54808,50276_54808,2,0,2/50276_54808/50276_54808_2_0.jpg,train,68
172144,193360,172144_193360,2,0,2/172144_193360/172144_193360_2_0.jpg,train,69
50239,54766,50239_54766,2,0,2/50239_54766/50239_54766_2_0.jpg,train,70
50213,54756,50213_54756,2,0,2/50213_54756/50213_54756_2_0.jpg,train,71
76653,81428,76653_81428,2,0,2/76653_81428/76653_81428_2_0.jpg,train,72
245075,276476,245075_276476,2,0,2/245075_276476/245075_276476_2_0.jpg,train,73
43526,48166,43526_48166,2,4,2/43526_48166/43526_48166_2_4.jpg,train,74
43445,48081,43445_48081,2,0,2/43445_48081/43445_48081_2_0.jpg,train,75
124781,136275,124781_136275,2,0,2/124781_136275/124781_136275_2_0.jpg,train,76
302988,340214,302988_340214,2,0,2/302988_340214/302988_340214_2_0.jpg,train,77
90447,96336,90447_96336,2,0,2/90447_96336/90447_96336_2_0.jpg,train,78
72801,77523,72801_77523,2,0,2/72801_77523/72801_77523_2_0.jpg,train,79
214651,241802,214651_241802,2,0,2/214651_241802/214651_241802_2_0.jpg,train,80
56123,60532,56123_60532,2,0,2/56123_60532/56123_60532_2_0.jpg,train,81
97023,103675,97023_103675,2,0,2/97023_103675/97023_103675_2_0.jpg,train,82
30384,36629,30384_36629,2,0,2/30384_36629/30384_36629_2_0.jpg,train,83
173915,195273,173915_195273,2,0,2/173915_195273/173915_195273_2_0.jpg,train,84
186972,209947,186972_209947,2,0,2/186972_209947/186972_209947_2_0.jpg,train,85
112028,120917,112028_120917,2,4,2/112028_120917/112028_120917_2_4.jpg,train,86
164690,185453,164690_185453,2,0,2/164690_185453/164690_185453_2_0.jpg,train,87
66398,71061,66398_71061,2,0,2/66398_71061/66398_71061_2_0.jpg,train,88
173889,195244,173889_195244,2,0,2/173889_195244/173889_195244_2_0.jpg,train,89
55836,60233,55836_60233,2,0,2/55836_60233/55836_60233_2_0.jpg,train,90
309444,347306,309444_347306,2,0,2/309444_347306/309444_347306_2_0.jpg,train,91
190697,214159,190697_214159,2,0,2/190697_214159/190697_214159_2_0.jpg,train,92
194456,218575,194456_218575,2,0,2/194456_218575/194456_218575_2_0.jpg,train,93
20300,24135,20300_24135,2,0,2/20300_24135/20300_24135_2_0.jpg,train,94
854232,955716,854232_955716,2,0,2/854232_955716/854232_955716_2_0.jpg,train,95
36345,42464,36345_42464,2,0,2/36345_42464/36345_42464_2_0.jpg,train,96
173866,195218,173866_195218,2,0,2/173866_195218/173866_195218_2_0.jpg,train,97
550675,612759,550675_612759,2,0,2/550675_612759/550675_612759_2_0.jpg,train,98
1501477,1698515,1501477_1698515,2,0,2/1501477_1698515/1501477_1698515_2_0.jpg,train,99
11177,28609,11177_28609,6,0,6/11177_28609/11177_28609_6_0.jpg,train,0
13910,16368,13910_16368,6,0,6/13910_16368/13910_16368_6_0.jpg,train,1
21722,30521,21722_30521,6,0,6/21722_30521/21722_30521_6_0.jpg,train,2
29215,177313,29215_177313,6,0,6/29215_177313/29215_177313_6_0.jpg,train,3
23723,28340,23723_28340,6,0,6/23723_28340/23723_28340_6_0.jpg,train,4
28687,38912,28687_38912,6,0,6/28687_38912/28687_38912_6_0.jpg,train,5
4844,5571,4844_5571,6,0,6/4844_5571/4844_5571_6_0.jpg,train,6
5126,10905,5126_10905,6,0,6/5126_10905/5126_10905_6_0.jpg,train,7
4857,5737,4857_5737,6,0,6/4857_5737/4857_5737_6_0.jpg,train,8
16048,18989,16048_18989,6,0,6/16048_18989/16048_18989_6_0.jpg,train,9
5014,5784,5014_5784,6,0,6/5014_5784/5014_5784_6_0.jpg,train,10
5280,6123,5280_6123,6,0,6/5280_6123/5280_6123_6_0.jpg,train,11
94355,100651,94355_100651,6,0,6/94355_100651/94355_100651_6_0.jpg,train,12
6364,7466,6364_7466,6,0,6/6364_7466/6364_7466_6_0.jpg,train,13
25476,33458,25476_33458,6,0,6/25476_33458/25476_33458_6_0.jpg,train,14
5840,6802,5840_6802,6,0,6/5840_6802/5840_6802_6_0.jpg,train,15
69532,90693,69532_90693,6,0,6/69532_90693/69532_90693_6_0.jpg,train,16
5452,6343,5452_6343,6,0,6/5452_6343/5452_6343_6_0.jpg,train,17
25020,29931,25020_29931,6,0,6/25020_29931/25020_29931_6_0.jpg,train,18
15946,27729,15946_27729,6,0,6/15946_27729/15946_27729_6_0.jpg,train,19
83644,88890,83644_88890,6,0,6/83644_88890/83644_88890_6_0.jpg,train,20
155971,175001,155971_175001,6,0,6/155971_175001/155971_175001_6_0.jpg,train,21
23828,28471,23828_28471,6,0,6/23828_28471/23828_28471_6_0.jpg,train,22
25662,30723,25662_30723,6,0,6/25662_30723/25662_30723_6_0.jpg,train,23
18595,24544,18595_24544,6,0,6/18595_24544/18595_24544_6_0.jpg,train,24
5066,5866,5066_5866,6,0,6/5066_5866/5066_5866_6_0.jpg,train,25
26681,31934,26681_31934,6,0,6/26681_31934/26681_31934_6_0.jpg,train,26
11229,36697,11229_36697,6,0,6/11229_36697/11229_36697_6_0.jpg,train,27
51010,55525,51010_55525,6,0,6/51010_55525/51010_55525_6_0.jpg,train,28
10211,12132,10211_12132,6,0,6/10211_12132/10211_12132_6_0.jpg,train,29
24029,28712,24029_28712,6,0,6/24029_28712/24029_28712_6_0.jpg,train,30
17126,23582,17126_23582,6,0,6/17126_23582/17126_23582_6_0.jpg,train,31
126958,138879,126958_138879,6,0,6/126958_138879/126958_138879_6_0.jpg,train,32
55842,60242,55842_60242,6,0,6/55842_60242/55842_60242_6_0.jpg,train,33
6859,8063,6859_8063,6,0,6/6859_8063/6859_8063_6_0.jpg,train,34
17243,20376,17243_20376,6,0,6/17243_20376/17243_20376_6_0.jpg,train,35
52304,56745,52304_56745,6,0,6/52304_56745/52304_56745_6_0.jpg,train,36
84441,89776,84441_89776,6,0,6/84441_89776/84441_89776_6_0.jpg,train,37
16613,52814,16613_52814,6,0,6/16613_52814/16613_52814_6_0.jpg,train,38
53998,58358,53998_58358,6,0,6/53998_58358/53998_58358_6_0.jpg,train,39
55150,60460,55150_60460,6,0,6/55150_60460/55150_60460_6_0.jpg,train,40
46489,51110,46489_51110,6,0,6/46489_51110/46489_51110_6_0.jpg,train,41
16377,19334,16377_19334,6,0,6/16377_19334/16377_19334_6_0.jpg,train,42
22689,27094,22689_27094,6,0,6/22689_27094/22689_27094_6_0.jpg,train,43
5449,6338,5449_6338,6,0,6/5449_6338/5449_6338_6_0.jpg,train,44
15006,17682,15006_17682,6,0,6/15006_17682/15006_17682_6_0.jpg,train,45
25167,30117,25167_30117,6,0,6/25167_30117/25167_30117_6_0.jpg,train,46
10338,12283,10338_12283,6,0,6/10338_12283/10338_12283_6_0.jpg,train,47
25454,30467,25454_30467,6,0,6/25454_30467/25454_30467_6_0.jpg,train,48
14005,16478,14005_16478,6,0,6/14005_16478/14005_16478_6_0.jpg,train,49
11430,13532,11430_13532,6,0,6/11430_13532/11430_13532_6_0.jpg,train,50
37626,43597,37626_43597,6,0,6/37626_43597/37626_43597_6_0.jpg,train,51
20313,24215,20313_24215,6,0,6/20313_24215/20313_24215_6_0.jpg,train,52
21328,25387,21328_25387,6,0,6/21328_25387/21328_25387_6_0.jpg,train,53
56031,60427,56031_60427,6,0,6/56031_60427/56031_60427_6_0.jpg,train,54
17566,20760,17566_20760,6,0,6/17566_20760/17566_20760_6_0.jpg,train,55
63994,68584,63994_68584,6,0,6/63994_68584/63994_68584_6_0.jpg,train,56
27227,66296,27227_66296,6,0,6/27227_66296/27227_66296_6_0.jpg,train,57
125576,141179,125576_141179,6,0,6/125576_141179/125576_141179_6_0.jpg,train,58
36513,42600,36513_42600,6,0,6/36513_42600/36513_42600_6_0.jpg,train,59
23795,28428,23795_28428,6,0,6/23795_28428/23795_28428_6_0.jpg,train,60
22286,26610,22286_26610,6,0,6/22286_26610/22286_26610_6_0.jpg,train,61
7301,9347,7301_9347,6,0,6/7301_9347/7301_9347_6_0.jpg,train,62
46263,50872,46263_50872,6,0,6/46263_50872/46263_50872_6_0.jpg,train,63
14044,16524,14044_16524,6,0,6/14044_16524/14044_16524_6_0.jpg,train,64
58866,63309,58866_63309,6,0,6/58866_63309/58866_63309_6_0.jpg,train,65
114022,123221,114022_123221,6,0,6/114022_123221/114022_123221_6_0.jpg,train,66
9885,11750,9885_11750,6,0,6/9885_11750/9885_11750_6_0.jpg,train,67
50276,54808,50276_54808,6,0,6/50276_54808/50276_54808_6_0.jpg,train,68
172144,193360,172144_193360,6,0,6/172144_193360/172144_193360_6_0.jpg,train,69
50239,54766,50239_54766,6,0,6/50239_54766/50239_54766_6_0.jpg,train,70
50213,54756,50213_54756,6,0,6/50213_54756/50213_54756_6_0.jpg,train,71
76653,81428,76653_81428,6,0,6/76653_81428/76653_81428_6_0.jpg,train,72
245075,276476,245075_276476,6,0,6/245075_276476/245075_276476_6_0.jpg,train,73
43526,48166,43526_48166,6,4,6/43526_48166/43526_48166_6_4.jpg,train,74
43445,48081,43445_48081,6,0,6/43445_48081/43445_48081_6_0.jpg,train,75
124781,136275,124781_136275,6,0,6/124781_136275/124781_136275_6_0.jpg,train,76
302988,340214,302988_340214,6,0,6/302988_340214/302988_340214_6_0.jpg,train,77
90447,96336,90447_96336,6,0,6/90447_96336/90447_96336_6_0.jpg,train,78
72801,77523,72801_77523,6,0,6/72801_77523/72801_77523_6_0.jpg,train,79
214651,241802,214651_241802,6,0,6/214651_241802/214651_241802_6_0.jpg,train,80
56123,60532,56123_60532,6,0,6/56123_60532/56123_60532_6_0.jpg,train,81
97023,103675,97023_103675,6,0,6/97023_103675/97023_103675_6_0.jpg,train,82
30384,36629,30384_36629,6,0,6/30384_36629/30384_36629_6_0.jpg,train,83
173915,195273,173915_195273,6,0,6/173915_195273/173915_195273_6_0.jpg,train,84
186972,209947,186972_209947,6,0,6/186972_209947/186972_209947_6_0.jpg,train,85
112028,120917,112028_120917,6,0,6/112028_120917/112028_120917_6_0.jpg,train,86
164690,185453,164690_185453,6,0,6/164690_185453/164690_185453_6_0.jpg,train,87
66398,71061,66398_71061,6,0,6/66398_71061/66398_71061_6_0.jpg,train,88
173889,195244,173889_195244,6,0,6/173889_195244/173889_195244_6_0.jpg,train,89
55836,60233,55836_60233,6,0,6/55836_60233/55836_60233_6_0.jpg,train,90
309444,347306,309444_347306,6,0,6/309444_347306/309444_347306_6_0.jpg,train,91
190697,214159,190697_214159,6,0,6/190697_214159/190697_214159_6_0.jpg,train,92
194456,218575,194456_218575,6,0,6/194456_218575/194456_218575_6_0.jpg,train,93
20300,24135,20300_24135,6,0,6/20300_24135/20300_24135_6_0.jpg,train,94
854232,955716,854232_955716,6,0,6/854232_955716/854232_955716_6_0.jpg,train,95
36345,42464,36345_42464,6,0,6/36345_42464/36345_42464_6_0.jpg,train,96
173866,195218,173866_195218,6,0,6/173866_195218/173866_195218_6_0.jpg,train,97
550675,612759,550675_612759,6,2,6/550675_612759/550675_612759_6_2.jpg,train,98
1501477,1698515,1501477_1698515,6,0,6/1501477_1698515/1501477_1698515_6_0.jpg,train,99
11177,28609,11177_28609,7,0,7/11177_28609/11177_28609_7_0.jpg,train,0
13910,16368,13910_16368,7,0,7/13910_16368/13910_16368_7_0.jpg,train,1
21722,30521,21722_30521,7,0,7/21722_30521/21722_30521_7_0.jpg,train,2
29215,177313,29215_177313,7,0,7/29215_177313/29215_177313_7_0.jpg,train,3
23723,28340,23723_28340,7,0,7/23723_28340/23723_28340_7_0.jpg,train,4
28687,38912,28687_38912,7,0,7/28687_38912/28687_38912_7_0.jpg,train,5
4844,5571,4844_5571,7,0,7/4844_5571/4844_5571_7_0.jpg,train,6
5126,10905,5126_10905,7,0,7/5126_10905/5126_10905_7_0.jpg,train,7
4857,5737,4857_5737,7,0,7/4857_5737/4857_5737_7_0.jpg,train,8
16048,18989,16048_18989,7,0,7/16048_18989/16048_18989_7_0.jpg,train,9
5014,5784,5014_5784,7,0,7/5014_5784/5014_5784_7_0.jpg,train,10
5280,6123,5280_6123,7,0,7/5280_6123/5280_6123_7_0.jpg,train,11
94355,100651,94355_100651,7,0,7/94355_100651/94355_100651_7_0.jpg,train,12
6364,7466,6364_7466,7,0,7/6364_7466/6364_7466_7_0.jpg,train,13
25476,33458,25476_33458,7,0,7/25476_33458/25476_33458_7_0.jpg,train,14
5840,6802,5840_6802,7,0,7/5840_6802/5840_6802_7_0.jpg,train,15
69532,90693,69532_90693,7,0,7/69532_90693/69532_90693_7_0.jpg,train,16
5452,6343,5452_6343,7,0,7/5452_6343/5452_6343_7_0.jpg,train,17
25020,29931,25020_29931,7,0,7/25020_29931/25020_29931_7_0.jpg,train,18
15946,27729,15946_27729,7,0,7/15946_27729/15946_27729_7_0.jpg,train,19
83644,88890,83644_88890,7,0,7/83644_88890/83644_88890_7_0.jpg,train,20
155971,175001,155971_175001,7,0,7/155971_175001/155971_175001_7_0.jpg,train,21
23828,28471,23828_28471,7,0,7/23828_28471/23828_28471_7_0.jpg,train,22
25662,30723,25662_30723,7,0,7/25662_30723/25662_30723_7_0.jpg,train,23
18595,24544,18595_24544,7,0,7/18595_24544/18595_24544_7_0.jpg,train,24
5066,5866,5066_5866,7,0,7/5066_5866/5066_5866_7_0.jpg,train,25
26681,31934,26681_31934,7,0,7/26681_31934/26681_31934_7_0.jpg,train,26
11229,36697,11229_36697,7,0,7/11229_36697/11229_36697_7_0.jpg,train,27
51010,55525,51010_55525,7,0,7/51010_55525/51010_55525_7_0.jpg,train,28
10211,12132,10211_12132,7,0,7/10211_12132/10211_12132_7_0.jpg,train,29
24029,28712,24029_28712,7,0,7/24029_28712/24029_28712_7_0.jpg,train,30
17126,23582,17126_23582,7,0,7/17126_23582/17126_23582_7_0.jpg,train,31
126958,138879,126958_138879,7,0,7/126958_138879/126958_138879_7_0.jpg,train,32
55842,60242,55842_60242,7,0,7/55842_60242/55842_60242_7_0.jpg,train,33
6859,8063,6859_8063,7,0,7/6859_8063/6859_8063_7_0.jpg,train,34
17243,20376,17243_20376,7,0,7/17243_20376/17243_20376_7_0.jpg,train,35
52304,56745,52304_56745,7,0,7/52304_56745/52304_56745_7_0.jpg,train,36
84441,89776,84441_89776,7,0,7/84441_89776/84441_89776_7_0.jpg,train,37
16613,52814,16613_52814,7,0,7/16613_52814/16613_52814_7_0.jpg,train,38
53998,58358,53998_58358,7,0,7/53998_58358/53998_58358_7_0.jpg,train,39
55150,60460,55150_60460,7,0,7/55150_60460/55150_60460_7_0.jpg,train,40
46489,51110,46489_51110,7,0,7/46489_51110/46489_51110_7_0.jpg,train,41
16377,19334,16377_19334,7,0,7/16377_19334/16377_19334_7_0.jpg,train,42
22689,27094,22689_27094,7,0,7/22689_27094/22689_27094_7_0.jpg,train,43
5449,6338,5449_6338,7,0,7/5449_6338/5449_6338_7_0.jpg,train,44
15006,17682,15006_17682,7,0,7/15006_17682/15006_17682_7_0.jpg,train,45
25167,30117,25167_30117,7,0,7/25167_30117/25167_30117_7_0.jpg,train,46
10338,12283,10338_12283,7,0,7/10338_12283/10338_12283_7_0.jpg,train,47
25454,30467,25454_30467,7,0,7/25454_30467/25454_30467_7_0.jpg,train,48
14005,16478,14005_16478,7,0,7/14005_16478/14005_16478_7_0.jpg,train,49
11430,13532,11430_13532,7,0,7/11430_13532/11430_13532_7_0.jpg,train,50
37626,43597,37626_43597,7,0,7/37626_43597/37626_43597_7_0.jpg,train,51
20313,24215,20313_24215,7,0,7/20313_24215/20313_24215_7_0.jpg,train,52
21328,25387,21328_25387,7,0,7/21328_25387/21328_25387_7_0.jpg,train,53
56031,60427,56031_60427,7,0,7/56031_60427/56031_60427_7_0.jpg,train,54
17566,20760,17566_20760,7,0,7/17566_20760/17566_20760_7_0.jpg,train,55
63994,68584,63994_68584,7,0,7/63994_68584/63994_68584_7_0.jpg,train,56
27227,66296,27227_66296,7,0,7/27227_66296/27227_66296_7_0.jpg,train,57
125576,141179,125576_141179,7,0,7/125576_141179/125576_141179_7_0.jpg,train,58
36513,42600,36513_42600,7,0,7/36513_42600/36513_42600_7_0.jpg,train,59
23795,28428,23795_28428,7,0,7/23795_28428/23795_28428_7_0.jpg,train,60
22286,26610,22286_26610,7,0,7/22286_26610/22286_26610_7_0.jpg,train,61
7301,9347,7301_9347,7,0,7/7301_9347/7301_9347_7_0.jpg,train,62
46263,50872,46263_50872,7,0,7/46263_50872/46263_50872_7_0.jpg,train,63
14044,16524,14044_16524,7,0,7/14044_16524/14044_16524_7_0.jpg,train,64
58866,63309,58866_63309,7,0,7/58866_63309/58866_63309_7_0.jpg,train,65
114022,123221,114022_123221,7,0,7/114022_123221/114022_123221_7_0.jpg,train,66
9885,11750,9885_11750,7,4,7/9885_11750/9885_11750_7_4.jpg,train,67
50276,54808,50276_54808,7,0,7/50276_54808/50276_54808_7_0.jpg,train,68
172144,193360,172144_193360,7,0,7/172144_193360/172144_193360_7_0.jpg,train,69
50239,54766,50239_54766,7,0,7/50239_54766/50239_54766_7_0.jpg,train,70
50213,54756,50213_54756,7,0,7/50213_54756/50213_54756_7_0.jpg,train,71
76653,81428,76653_81428,7,0,7/76653_81428/76653_81428_7_0.jpg,train,72
245075,276476,245075_276476,7,0,7/245075_276476/245075_276476_7_0.jpg,train,73
43526,48166,43526_48166,7,0,7/43526_48166/43526_48166_7_0.jpg,train,74
43445,48081,43445_48081,7,0,7/43445_48081/43445_48081_7_0.jpg,train,75
124781,136275,124781_136275,7,0,7/124781_136275/124781_136275_7_0.jpg,train,76
302988,340214,302988_340214,7,0,7/302988_340214/302988_340214_7_0.jpg,train,77
90447,96336,90447_96336,7,0,7/90447_96336/90447_96336_7_0.jpg,train,78
72801,77523,72801_77523,7,0,7/72801_77523/72801_77523_7_0.jpg,train,79
214651,241802,214651_241802,7,0,7/214651_241802/214651_241802_7_0.jpg,train,80
56123,60532,56123_60532,7,0,7/56123_60532/56123_60532_7_0.jpg,train,81
97023,103675,97023_103675,7,0,7/97023_103675/97023_103675_7_0.jpg,train,82
30384,36629,30384_36629,7,0,7/30384_36629/30384_36629_7_0.jpg,train,83
173915,195273,173915_195273,7,0,7/173915_195273/173915_195273_7_0.jpg,train,84
186972,209947,186972_209947,7,0,7/186972_209947/186972_209947_7_0.jpg,train,85
112028,120917,112028_120917,7,0,7/112028_120917/112028_120917_7_0.jpg,train,86
164690,185453,164690_185453,7,0,7/164690_185453/164690_185453_7_0.jpg,train,87
66398,71061,66398_71061,7,4,7/66398_71061/66398_71061_7_4.jpg,train,88
173889,195244,173889_195244,7,0,7/173889_195244/173889_195244_7_0.jpg,train,89
55836,60233,55836_60233,7,0,7/55836_60233/55836_60233_7_0.jpg,train,90
309444,347306,309444_347306,7,0,7/309444_347306/309444_347306_7_0.jpg,train,91
190697,214159,190697_214159,7,0,7/190697_214159/190697_214159_7_0.jpg,train,92
194456,218575,194456_218575,7,1,7/194456_218575/194456_218575_7_1.jpg,train,93
20300,24135,20300_24135,7,0,7/20300_24135/20300_24135_7_0.jpg,train,94
854232,955716,854232_955716,7,0,7/854232_955716/854232_955716_7_0.jpg,train,95
36345,42464,36345_42464,7,16,7/36345_42464/36345_42464_7_16.jpg,train,96
173866,195218,173866_195218,7,0,7/173866_195218/173866_195218_7_0.jpg,train,97
550675,612759,550675_612759,7,0,7/550675_612759/550675_612759_7_0.jpg,train,98
1501477,1698515,1501477_1698515,7,0,7/1501477_1698515/1501477_1698515_7_0.jpg,train,99
11177,28609,11177_28609,9,0,9/11177_28609/11177_28609_9_0.jpg,train,0
13910,16368,13910_16368,9,0,9/13910_16368/13910_16368_9_0.jpg,train,1
21722,30521,21722_30521,9,0,9/21722_30521/21722_30521_9_0.jpg,train,2
29215,177313,29215_177313,9,0,9/29215_177313/29215_177313_9_0.jpg,train,3
23723,28340,23723_28340,9,0,9/23723_28340/23723_28340_9_0.jpg,train,4
28687,38912,28687_38912,9,0,9/28687_38912/28687_38912_9_0.jpg,train,5
4844,5571,4844_5571,9,0,9/4844_5571/4844_5571_9_0.jpg,train,6
5126,10905,5126_10905,9,0,9/5126_10905/5126_10905_9_0.jpg,train,7
4857,5737,4857_5737,9,0,9/4857_5737/4857_5737_9_0.jpg,train,8
16048,18989,16048_18989,9,0,9/16048_18989/16048_18989_9_0.jpg,train,9
5014,5784,5014_5784,9,0,9/5014_5784/5014_5784_9_0.jpg,train,10
5280,6123,5280_6123,9,0,9/5280_6123/5280_6123_9_0.jpg,train,11
94355,100651,94355_100651,9,0,9/94355_100651/94355_100651_9_0.jpg,train,12
6364,7466,6364_7466,9,0,9/6364_7466/6364_7466_9_0.jpg,train,13
25476,33458,25476_33458,9,0,9/25476_33458/25476_33458_9_0.jpg,train,14
5840,6802,5840_6802,9,0,9/5840_6802/5840_6802_9_0.jpg,train,15
69532,90693,69532_90693,9,0,9/69532_90693/69532_90693_9_0.jpg,train,16
5452,6343,5452_6343,9,0,9/5452_6343/5452_6343_9_0.jpg,train,17
25020,29931,25020_29931,9,0,9/25020_29931/25020_29931_9_0.jpg,train,18
15946,27729,15946_27729,9,0,9/15946_27729/15946_27729_9_0.jpg,train,19
83644,88890,83644_88890,9,0,9/83644_88890/83644_88890_9_0.jpg,train,20
155971,175001,155971_175001,9,0,9/155971_175001/155971_175001_9_0.jpg,train,21
23828,28471,23828_28471,9,0,9/23828_28471/23828_28471_9_0.jpg,train,22
25662,30723,25662_30723,9,0,9/25662_30723/25662_30723_9_0.jpg,train,23
18595,24544,18595_24544,9,0,9/18595_24544/18595_24544_9_0.jpg,train,24
5066,5866,5066_5866,9,0,9/5066_5866/5066_5866_9_0.jpg,train,25
26681,31934,26681_31934,9,0,9/26681_31934/26681_31934_9_0.jpg,train,26
11229,36697,11229_36697,9,0,9/11229_36697/11229_36697_9_0.jpg,train,27
51010,55525,51010_55525,9,0,9/51010_55525/51010_55525_9_0.jpg,train,28
10211,12132,10211_12132,9,0,9/10211_12132/10211_12132_9_0.jpg,train,29
24029,28712,24029_28712,9,0,9/24029_28712/24029_28712_9_0.jpg,train,30
